study,doi,year,study.area,lat,long,latlong.precision,plot.group,plot.name,plot.type,woody.veg,veg.planted,veg.age.yrs,soil.texture,soil.clay,soil.sand,soil.silt,soil.sample.diameter,soil.sample.depth.min,soil.sample.depth.max,pool,metric,value,value.se,value.units,value.precision,comments,flag
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood seedling 1A,baseline,yes,no,1,NA,,,,2,0,150,soil,organic matter stock,35.55,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood seedling 1B,baseline,yes,no,1,NA,,,,2,0,150,soil,organic matter stock,26.14,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood seedling 1C,baseline,yes,no,1,NA,,,,2,0,150,soil,organic matter stock,18.04,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood seedling 1D,baseline,yes,no,1,NA,,,,2,0,150,soil,organic matter stock,58.76,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood seedling 3A,NA,yes,no,3,NA,,,,2,0,150,soil,organic matter stock,81.30,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood seedling 3B,NA,yes,no,3,NA,,,,2,0,150,soil,organic matter stock,64.67,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood sapling 4A,NA,yes,no,4,NA,,,,2,0,150,soil,organic matter stock,52.41,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood sapling 4B,NA,yes,no,4,NA,,,,2,0,150,soil,organic matter stock,125.09,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood sapling 5,NA,yes,no,5,NA,,,,2,0,150,soil,organic matter stock,148.73,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood sapling 7,NA,yes,no,7,NA,,,,2,0,150,soil,organic matter stock,109.76,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood sapling 8,NA,yes,no,8,NA,,,,2,0,150,soil,organic matter stock,44.53,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood sapling 10,NA,yes,no,10,NA,,,,2,0,150,soil,organic matter stock,74.74,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood sapling 12,NA,yes,no,12,NA,,,,2,0,150,soil,organic matter stock,71.45,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood pole 23,NA,yes,no,23,NA,,,,2,0,150,soil,organic matter stock,162.52,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood pole 40A,NA,yes,no,40,NA,,,,2,0,150,soil,organic matter stock,118.96,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood pole 40B,NA,yes,no,40,NA,,,,2,0,150,soil,organic matter stock,196.89,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood pole 43,NA,yes,no,43,NA,,,,2,0,150,soil,organic matter stock,143.04,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,cottonwood pole 44,NA,yes,no,44,NA,,,,2,0,150,soil,organic matter stock,233.23,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,mature cottonwood 75,mature,yes,no,75,NA,,,,2,0,150,soil,organic matter stock,252.06,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,mature cottonwood 85,mature,yes,no,85,NA,,,,2,0,150,soil,organic matter stock,143.26,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,mature cottonwood 98,mature,yes,no,98,NA,,,,2,0,150,soil,organic matter stock,220.53,NA,t/ha,data thief Fig. 5,,
Boggs & Weaver 1994,10.1007/BF03160626,1994,"lower Yellowstone River, Montana",47.4333335,-104.4083335,midpoint,Yellowstone riparian,mature cottonwood 108,mature,yes,no,108,NA,,,,2,0,150,soil,organic matter stock,243.74,NA,t/ha,data thief Fig. 5,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 1,reference,yes,no,NA,sandy loam,,,,NA,0,8,soil,bulk density,1.51,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 1,reference,yes,no,NA,sandy loam,,,,NA,0,8,soil,organic carbon stock,5.23,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 2,reference,yes,no,NA,silt loam,,,,NA,0,6,soil,bulk density,1.23,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 2,reference,yes,no,NA,silt loam,,,,NA,0,6,soil,organic carbon stock,5.24,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 3,reference,yes,no,NA,sandy loam,,,,NA,0,3,soil,bulk density,0.95,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 3,reference,yes,no,NA,sandy loam,,,,NA,0,3,soil,organic carbon stock,16.32,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 4,reference,yes,no,NA,silt loam,,,,NA,0,5,soil,bulk density,0.85,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 4,reference,yes,no,NA,silt loam,,,,NA,0,5,soil,organic carbon stock,20.79,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 5,reference,yes,no,NA,sandy loam,,,,NA,0,10,soil,bulk density,0.99,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 5,reference,yes,no,NA,sandy loam,,,,NA,0,10,soil,organic carbon stock,27.69,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 6,reference,yes,no,NA,sandy loam,,,,NA,0,10,soil,bulk density,0.98,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Rhine near-natural floodplain,GR 6,reference,yes,no,NA,sandy loam,,,,NA,0,10,soil,organic carbon stock,4.51,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 1 embankment removal,NA,yes,no,11-18,loamy fine sand,,,,NA,0,10,soil,bulk density,1.95,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 1 embankment removal,NA,yes,no,11-18,loamy fine sand,,,,NA,0,10,soil,organic carbon stock,4.96,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 2 embankment removal,NA,yes,no,11-18,fine sand,,,,NA,0,10,soil,bulk density,1.95,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 2 embankment removal,NA,yes,no,11-18,fine sand,,,,NA,0,10,soil,organic carbon stock,8.40,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 3 embankment removal,NA,yes,no,11-18,fine sand,,,,NA,0,9,soil,bulk density,1.49,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 3 embankment removal,NA,yes,no,11-18,fine sand,,,,NA,0,9,soil,organic carbon stock,1.38,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 4 embankment removal,NA,yes,no,11-18,loamy fine sand,,,,NA,0,28,soil,bulk density,1.35,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 4 embankment removal,NA,yes,no,11-18,loamy fine sand,,,,NA,0,28,soil,organic carbon stock,16.44,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 5 embankment removal,NA,yes,no,11-18,loamy fine sand,,,,NA,0,11,soil,bulk density,1.42,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 5 embankment removal,NA,yes,no,11-18,loamy fine sand,,,,NA,0,11,soil,organic carbon stock,6.21,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 6 embankment removal,NA,yes,no,11-18,sandy loam,,,,NA,0,21,soil,bulk density,1.49,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 6 embankment removal,NA,yes,no,11-18,sandy loam,,,,NA,0,21,soil,organic carbon stock,72.05,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 7 embankment removal,NA,yes,no,11-18,loam,,,,NA,0,8,soil,bulk density,1.26,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 7 embankment removal,NA,yes,no,11-18,loam,,,,NA,0,8,soil,organic carbon stock,35.03,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 8 embanked,NA,yes,no,11-18,sandy loam,,,,NA,0,10,soil,bulk density,1.38,NA,t/m3,reported value for soil profile,"not really a baseline for others, esp with different sample depths",
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Emme River,BE 8 embanked,NA,yes,no,11-18,sandy loam,,,,NA,0,10,soil,organic carbon stock,82.70,NA,t/ha,reported value for soil profile,"not really a baseline for others, esp with different sample depths",
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 1 embankment removal + planted,NA,yes,yes,8,fine sand,,,,NA,0,1,soil,bulk density,1.95,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 1 embankment removal + planted,NA,yes,yes,8,fine sand,,,,NA,0,1,soil,organic carbon stock,3.57,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 2 embankment removal + planted,NA,yes,yes,8,loamy fine sand,,,,NA,0,7,soil,bulk density,1.03,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 2 embankment removal + planted,NA,yes,yes,8,loamy fine sand,,,,NA,0,7,soil,organic carbon stock,9.66,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 3 embankment removal + planted,NA,yes,yes,8,loam,,,,NA,0,7,soil,bulk density,1.17,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 3 embankment removal + planted,NA,yes,yes,8,loam,,,,NA,0,7,soil,organic carbon stock,20.34,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 4 embankment removal + planted,NA,yes,yes,8,silt loam,,,,NA,0,8,soil,bulk density,1.20,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 4 embankment removal + planted,NA,yes,yes,8,silt loam,,,,NA,0,8,soil,organic carbon stock,17.86,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 5 embankment removal + planted,NA,yes,yes,8,silt loam,,,,NA,0,15,soil,bulk density,1.22,NA,t/m3,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 5 embankment removal + planted,NA,yes,yes,8,silt loam,,,,NA,0,15,soil,organic carbon stock,34.02,NA,t/ha,reported value for soil profile,,
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 6 embanked,NA,yes,no,8,silt loam,,,,NA,0,6,soil,bulk density,1.26,NA,t/m3,reported value for soil profile,"not really a baseline for others, esp with different sample depths",
Bullinger-Weber et al. 2014,10.1016/j.geoderma.2013.12.029,2014,Switzerland,47,8.34,estimated,Thur River,TG 6 embanked,NA,yes,no,8,silt loam,,,,NA,0,6,soil,organic carbon stock,10.50,NA,t/ha,reported value for soil profile,"not really a baseline for others, esp with different sample depths",
Buras et al. 2013,10.1093/forestry/cpt014,2013,"Amu River, Turkmenistan",39.84,62.52,published,Tugai forest,dense forest closest to river,NA,yes,no,25,NA,,,,NA,NA,NA,inventory biomass,biomass stock,44.64,NA,t/ha,data thief Fig. 6; reported instant annual rate values for plot,,
Buras et al. 2013,10.1093/forestry/cpt015,2013,"Amu River, Turkmenistan",39.84,62.52,published,Tugai forest,dense Tugai forest,NA,yes,no,19,NA,,,,NA,NA,NA,inventory biomass,biomass stock,9.75,NA,t/ha,data thief Fig. 6; reported instant annual rate values for plot,,
Buras et al. 2013,10.1093/forestry/cpt016,2013,"Amu River, Turkmenistan",39.84,62.52,published,Tugai forest,dense Tugai forest,NA,yes,no,21,NA,,,,NA,NA,NA,inventory biomass,biomass stock,17.08,NA,t/ha,data thief Fig. 6; reported instant annual rate values for plot,,
Buras et al. 2013,10.1093/forestry/cpt017,2013,"Amu River, Turkmenistan",39.84,62.52,published,Tugai forest,dense Tugai forest,NA,yes,no,24,NA,,,,NA,NA,NA,inventory biomass,biomass stock,15.99,NA,t/ha,data thief Fig. 6; reported instant annual rate values for plot,,
Buras et al. 2013,10.1093/forestry/cpt018,2013,"Amu River, Turkmenistan",39.84,62.52,published,Tugai forest,dense Tugai forest,NA,yes,no,26,NA,,,,NA,NA,NA,inventory biomass,biomass stock,14.63,NA,t/ha,data thief Fig. 6; reported instant annual rate values for plot,,
Buras et al. 2013,10.1093/forestry/cpt019,2013,"Amu River, Turkmenistan",39.84,62.52,published,Tugai forest,dense Tugai forest,NA,yes,no,29,NA,,,,NA,NA,NA,inventory biomass,biomass stock,23.19,NA,t/ha,data thief Fig. 6; reported instant annual rate values for plot,,
Buras et al. 2013,10.1093/forestry/cpt020,2013,"Amu River, Turkmenistan",39.84,62.52,published,Tugai forest,patchy forest closest to desert,NA,yes,no,33,NA,,,,NA,NA,NA,inventory biomass,biomass stock,13.33,NA,t/ha,data thief Fig. 6; reported instant annual rate values for plot,,
Buras et al. 2013,10.1093/forestry/cpt021,2013,"Amu River, Turkmenistan",39.84,62.52,published,Tugai forest,patchy forest closest to desert,NA,yes,no,23,NA,,,,NA,NA,NA,inventory biomass,biomass stock,7.21,NA,t/ha,data thief Fig. 6; reported instant annual rate values for plot,,
Buras et al. 2013,10.1093/forestry/cpt022,2013,"Amu River, Turkmenistan",39.84,62.52,published,Tugai forest,patchy forest closest to desert,NA,yes,no,22,NA,,,,NA,NA,NA,inventory biomass,biomass stock,5.19,NA,t/ha,data thief Fig. 6; reported instant annual rate values for plot,,
Bush 2008,10.2136/sssaj2007.0120,2008,"San Antonio Missions National Historical Park, Texas",29.339686,-98.463671,estimated,riparian forest,1984,NA,yes,no,25,silt loams,,,,NA,0,10,soil,total carbon concentration,32.50,5.31,g/kg,value reported for plots in each year,,
Bush 2008,10.2136/sssaj2007.0120,2008,"San Antonio Missions National Historical Park, Texas",29.339686,-98.463671,estimated,riparian forest,2004,NA,yes,no,25,silt loams,,,,NA,0,10,soil,total carbon concentration,40.50,2.94,g/kg,value reported for plots in each year,,
Bush 2008,10.2136/sssaj2007.0120,2008,"San Antonio Missions National Historical Park, Texas",29.339686,-98.463671,estimated,riparian forest,1984,baseline,yes,no,5,silt loams,,,,NA,0,10,soil,total carbon concentration,18.21,NA,g/kg,data thief Fig. 4A,,
Bush 2008,10.2136/sssaj2007.0120,2008,"San Antonio Missions National Historical Park, Texas",29.339686,-98.463671,estimated,riparian forest,1984,NA,yes,no,15,silt loams,,,,NA,0,10,soil,total carbon concentration,17.66,NA,g/kg,data thief Fig. 4A,,
Bush 2008,10.2136/sssaj2007.0120,2008,"San Antonio Missions National Historical Park, Texas",29.339686,-98.463671,estimated,riparian forest,1984,NA,yes,no,29,silt loams,,,,NA,0,10,soil,total carbon concentration,27.06,NA,g/kg,data thief Fig. 4A,,
Bush 2008,10.2136/sssaj2007.0120,2008,"San Antonio Missions National Historical Park, Texas",29.339686,-98.463671,estimated,riparian forest,1984,NA,yes,no,33,silt loams,,,,NA,0,10,soil,total carbon concentration,32.37,NA,g/kg,data thief Fig. 4A,,
Bush 2008,10.2136/sssaj2007.0120,2008,"San Antonio Missions National Historical Park, Texas",29.339686,-98.463671,estimated,riparian forest,2004,NA,yes,no,39,silt loams,,,,NA,0,10,soil,total carbon concentration,41.84,NA,g/kg,data thief Fig. 4A,,
Bush 2008,10.2136/sssaj2007.0120,2008,"San Antonio Missions National Historical Park, Texas",29.339686,-98.463671,estimated,riparian forest,2004,NA,yes,no,45,silt loams,,,,NA,0,10,soil,total carbon concentration,55.95,NA,g/kg,data thief Fig. 4A,,
Bush 2008,10.2136/sssaj2007.0120,2008,"San Antonio Missions National Historical Park, Texas",29.339686,-98.463671,estimated,riparian forest,2004,NA,yes,no,47,silt loams,,,,NA,0,10,soil,total carbon concentration,61.26,NA,g/kg,data thief Fig. 4A,,
