study,doi,year,study.area,lat,long,latlong.precision,plot.group,plot.name,plot.type,woody.veg,veg.planted,veg.age.yrs,soil.texture,soil.clay,soil.sand,soil.silt,soil.sample.diameter,soil.sample.depth.min,soil.sample.depth.max,pool,metric,value,value.se,value.units,value.precision,comments,flag
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch A,pen branch A 4,NA,yes,no,7,NA,,,,7,0,70,soil,total carbon stock,14.85,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch A,pen branch A 5,NA,yes,no,7,NA,,,,7,0,70,soil,total carbon stock,16.02,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch A,pen branch A 6,NA,yes,no,7,NA,,,,7,0,70,soil,total carbon stock,16.44,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch A,pen branch A 7,NA,yes,no,7,NA,,,,7,0,70,soil,total carbon stock,19.48,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch A,pen branch A 8,NA,yes,no,7,NA,,,,7,0,70,soil,total carbon stock,23.02,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch A,pen branch A 9,NA,yes,no,7,NA,,,,7,0,70,soil,total carbon stock,27.67,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 1,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,4.62,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 2,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,6.99,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 3,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,12.05,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 4,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,15.26,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 5,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,17.20,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 6,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,19.05,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 7,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,17.20,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 8,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,19.05,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 9,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,19.81,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 10,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,20.66,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 11,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,24.54,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 12,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,32.89,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,pen branch B 13,NA,yes,yes,9,NA,,,,7,0,70,soil,total carbon stock,37.53,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,fourmile 1,NA,yes,no,11,NA,,,,7,0,70,soil,total carbon stock,9.94,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,fourmile 2,NA,yes,no,11,NA,,,,7,0,70,soil,total carbon stock,10.61,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,fourmile 3,NA,yes,no,11,NA,,,,7,0,70,soil,total carbon stock,11.54,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,fourmile 4,NA,yes,no,11,NA,,,,7,0,70,soil,total carbon stock,13.73,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,fourmile 5,NA,yes,no,11,NA,,,,7,0,70,soil,total carbon stock,20.23,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,fourmile 6,NA,yes,no,11,NA,,,,7,0,70,soil,total carbon stock,23.18,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,fourmile 7,NA,yes,no,11,NA,,,,7,0,70,soil,total carbon stock,27.91,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,fourmile 8,NA,yes,no,11,NA,,,,7,0,70,soil,total carbon stock,46.39,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,fourmile 9,NA,yes,no,11,NA,,,,7,0,70,soil,total carbon stock,46.73,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,meyers 1,reference,yes,no,75,NA,,,,7,0,70,soil,total carbon stock,25.24,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,meyers 2,reference,yes,no,75,NA,,,,7,0,70,soil,total carbon stock,45.24,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,meyers 3,reference,yes,no,75,NA,,,,7,0,70,soil,total carbon stock,47.44,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,meyers 4,reference,yes,no,75,NA,,,,7,0,70,soil,total carbon stock,50.73,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,meyers 5,reference,yes,no,75,NA,,,,7,0,70,soil,total carbon stock,52.50,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,meyers 6,reference,yes,no,75,NA,,,,7,0,70,soil,total carbon stock,53.60,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,meyers 7,reference,yes,no,75,NA,,,,7,0,70,soil,total carbon stock,65.83,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,meyers 8,reference,yes,no,75,NA,,,,7,0,70,soil,total carbon stock,71.83,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,meyers 9,reference,yes,no,75,NA,,,,7,0,70,soil,total carbon stock,91.32,,kg/m2,data thief Fig. 2,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch A,average,NA,yes,no,7,NA,,,,7,0,10,soil,bulk density,0.84,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,average,NA,yes,yes,9,NA,,,,7,0,10,soil,bulk density,0.84,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,average,NA,yes,no,11,NA,,,,7,0,10,soil,bulk density,0.90,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,average,reference,yes,no,75,NA,,,,7,0,10,soil,bulk density,0.32,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch A,average,NA,yes,no,7,NA,,,,7,30,40,soil,bulk density,1.10,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,average,NA,yes,yes,9,NA,,,,7,30,40,soil,bulk density,1.10,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,average,NA,yes,no,11,NA,,,,7,30,40,soil,bulk density,1.10,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,average,reference,yes,no,75,NA,,,,7,30,40,soil,bulk density,0.64,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch A,average,NA,yes,no,7,NA,,,,7,60,70,soil,bulk density,1.50,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,pen branch B,average,NA,yes,yes,9,NA,,,,7,60,70,soil,bulk density,1.50,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,fourmile,average,NA,yes,no,11,NA,,,,7,60,70,soil,bulk density,1.50,,mg/m3,reported site values,,
Wigginton et al. 2000,10.1016/S0925-8574(99)00080-4,2000,"Savannah River, South Carolina",33,-82,published,meyers,average,reference,yes,no,75,NA,,,,7,60,70,soil,bulk density,1.30,,mg/m3,reported site values,,
Winrock 2008,Winrock_report,2008,"San Joaquin River, CA",37.602851,-121.190085,estimated,San Joaquin,mature riparian (Buffington),mature,yes,no,80,NA,,,,NA,NA,NA,inventory biomass,CO2e stock,419.09,NA,t/ac,reported mean for site,trees + seedlings + understory + shrubs (20% of tree biomass added for belowground),
Winrock 2008,Winrock_report,2008,"San Joaquin River, CA",37.602851,-121.190085,estimated,San Joaquin,mid-age riparian (Drumheller),NA,yes,no,40,NA,,,,NA,NA,NA,inventory biomass,CO2e stock,77.77,NA,t/ac,reported mean for site,trees + seedlings + understory + shrubs (20% of tree biomass added for belowground),
Winrock 2008,Winrock_report,2008,"San Joaquin River, CA",37.602851,-121.190085,estimated,San Joaquin,riparian restoration,NA,yes,yes,4,NA,,,,NA,NA,NA,inventory biomass,CO2e stock,14.20,NA,t/ac,reported mean for site,,
Winrock 2008,Winrock_report,2008,"San Joaquin River, CA",37.602851,-121.190085,estimated,San Joaquin,riparian restoration,NA,yes,yes,3,NA,,,,NA,NA,NA,inventory biomass,CO2e stock,2.20,NA,t/ac,reported mean for site,,
Winrock 2008,Winrock_report,2008,"San Joaquin River, CA",37.602851,-121.190085,estimated,San Joaquin,fallow fields,baseline,NA,NA,0,NA,,,,NA,0,30,soil,CO2e stock,25.00,NA,t/ac,reported mean for site,,
Winrock 2008,Winrock_report,2008,"San Joaquin River, CA",37.602851,-121.190085,estimated,San Joaquin,mature riparian,mature,yes,no,80,NA,,,,NA,0,30,soil,CO2e stock,75.00,NA,t/ac,reported mean for site,,
Winrock 2008,Winrock_report,2008,"San Joaquin River, CA",37.602851,-121.190085,estimated,San Joaquin,mid-age riparian,NA,yes,no,40,NA,,,,NA,0,30,soil,CO2e stock,56.00,NA,t/ac,reported mean for site,,
Wittmann et al. 2008,10.1007/s12224-008-9022-9,2008,Brazil,-19.56667,-57.016667,published,riparian forest,,NA,yes,no,NA,NA,,,,NA,NA,NA,aboveground biomass,biomass stock,259.45,102.02,t/ha,reported total value for plot,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,plantation,plantation,baseline,yes,yes,1,NA,,,,5,0,20,soil,organic matter concentration,18.11,1.09,g/kg,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,plantation,plantation,NA,yes,yes,2,NA,,,,5,0,20,soil,organic matter concentration,24.24,1.41,g/kg,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,plantation,plantation,NA,yes,yes,3,NA,,,,5,0,20,soil,organic matter concentration,15.08,2.3,g/kg,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,plantation,plantation,NA,yes,yes,4,NA,,,,5,0,20,soil,organic matter concentration,14.55,0.64,g/kg,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,natural recovery,natural recovery,baseline,yes,no,1,NA,,,,5,0,20,soil,organic matter concentration,14.56,1.44,g/kg,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,natural recovery,natural recovery,NA,yes,no,2,NA,,,,5,0,20,soil,organic matter concentration,16.99,1.35,g/kg,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,natural recovery,natural recovery,NA,yes,no,3,NA,,,,5,0,20,soil,organic matter concentration,15.21,1.32,g/kg,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,natural recovery,natural recovery,NA,yes,no,4,NA,,,,5,0,20,soil,organic matter concentration,14.14,1.69,g/kg,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,plantation,plantation,baseline,yes,yes,1,NA,,,,5,0,20,soil,bulk density,1.43,0.04,g/cm3,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,plantation,plantation,NA,yes,yes,2,NA,,,,5,0,20,soil,bulk density,1.84,0.04,g/cm3,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,plantation,plantation,NA,yes,yes,3,NA,,,,5,0,20,soil,bulk density,1.64,0.1,g/cm3,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,plantation,plantation,NA,yes,yes,4,NA,,,,5,0,20,soil,bulk density,1.53,0.09,g/cm3,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,natural recovery,natural recovery,baseline,yes,no,1,NA,,,,5,0,20,soil,bulk density,1.49,0.05,g/cm3,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,natural recovery,natural recovery,NA,yes,no,2,NA,,,,5,0,20,soil,bulk density,1.98,0.05,g/cm3,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,natural recovery,natural recovery,NA,yes,no,3,NA,,,,5,0,20,soil,bulk density,1.87,0.11,g/cm3,reported mean for site,,
Ye et al. 2014,10.1007/s11356-013-2128-5,2014,"Three Gorges Reservoir region, China",30.341667,108.916665,midpoint,natural recovery,natural recovery,NA,yes,no,4,NA,,,,5,0,20,soil,bulk density,1.54,0.07,g/cm3,reported mean for site,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,cropland riparian,cropland riparian,NA,yes,no,NA,silt loam,,,,NA,NA,NA,inventory biomass,carbon stock,26.5,NA,t/ha,data thief Fig. 3,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,cropland riparian,cropland riparian,NA,yes,no,NA,silt loam,,,,7.5,0,15,soil,total carbon stock,15.53,NA,t/ha,data thief Fig. 3,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,cropland riparian,cropland riparian,NA,yes,no,NA,silt loam,,,,7.5,0,100,soil,total carbon stock,72.61,NA,t/ha,data thief Fig. 3,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,cropland riparian,cropland riparian,NA,yes,no,NA,silt loam,,,,7.5,0,15,soil,total carbon concentration,0.9,0,%,reported mean for land use type,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,cropland riparian,cropland riparian,NA,yes,no,NA,silt loam,,,,7.5,0,100,soil,total carbon concentration,0.62,0.03,%,reported mean for land use type,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,rangeland riparian,rangeland riparian,NA,yes,no,NA,silt loam,,,,NA,NA,NA,inventory biomass,carbon stock,90.74,NA,t/ha,data thief Fig. 3,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,rangeland riparian,rangeland riparian,NA,yes,no,NA,silt loam,,,,7.5,0,15,soil,total carbon stock,25.88,NA,t/ha,data thief Fig. 3,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,rangeland riparian,rangeland riparian,NA,yes,no,NA,silt loam,,,,7.5,0,100,soil,total carbon stock,77.38,NA,t/ha,data thief Fig. 3,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,rangeland riparian,rangeland riparian,NA,yes,no,NA,silt loam,,,,7.5,0,15,soil,total carbon concentration,1.2,0.1,%,reported mean for land use type,,
Young-Matthews et al. 2010,10.1007/s10457-010-9332-9,2010,"Yolo County, CA",38,-122,published,rangeland riparian,rangeland riparian,NA,yes,no,NA,silt loam,,,,7.5,0,100,soil,total carbon concentration,0.74,0.04,%,reported mean for land use type,,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Pepital,very highly degraded,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,2.7,1.550268794,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Pepital,high degradation,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,7.3,1.759734829,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Pepital,average degradation,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,27.6,4.906118629,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Pepital,low degradation,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,161.4,13.30087716,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Grande,very highly degraded,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,1.3,0.182574186,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Grande,high degradation,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,4.2,0.56862407,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Grande,average degradation,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,16.1,3.071915797,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Grande,low degradation,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,51.8,13.64245823,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Media,very highly degraded,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,1.9,1.070825227,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Media,high degradation,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,5.8,1.462873884,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Media,average degradation,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,21.7,4.967225919,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Media,low degradation,NA,yes,no,NA,NA,,,,NA,NA,NA,inventory biomass,carbon stock,106.6,34.87028343,t/ha,reported mean values by plot type,"sum of trees, palms, vines, fine roots",
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Pepital,very highly degraded,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,13.8,2.193931023,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Pepital,high degradation,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,15.8,1.616580754,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Pepital,average degradation,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,18.5,2.482606158,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Pepital,low degradation,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,27.6,3.175426481,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Grande,very highly degraded,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,15.7,1.674315781,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Grande,high degradation,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,17.2,1.847520861,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Grande,average degradation,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,21.3,1.327905619,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Rio Grande,low degradation,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,27.5,2.424871131,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Media,very highly degraded,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,14.8,1.847520861,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Media,high degradation,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,16.5,1.616580754,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Media,average degradation,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,19.9,1.962990915,t/ha,reported mean for site,n=3; SD converted to SE,
Zelarayan et al. 2015,10.1590/1809-4392201500432,2015,"eastern Amazon, Brazil",-2.35,-44.416667,midpoint,Media,low degradation,NA,yes,no,NA,NA,,,,NA,0,20,soil,total carbon stock,27.6,2.540341184,t/ha,reported mean for site,n=3; SD converted to SE,
Wood unpublished,Wood_unpubl,2008,Central Valley Sacramento River,39.70060332,-122.0006187,midpoint,Sacramento River,Phelan6,NA,yes,yes,6,NA,,,,NA,NA,NA,inventory biomass,biomass stock,115.83,13.46,t/ha,orig unpublished data,,
